text,label,author_name,colluqial_transformed_text,cleaned_text,translated_text,corrected_text,tokenized_text,filtered_tokens,filtered_text,stemmed_text
mungkin kita harus demo diselurih kantor dpr seluruh indonesia.,1,@AijFren,mungkin kita harus demo diselurih kantor dpr seluruh indonesia.,mungkin kita harus demo diselurih kantor dpr seluruh indonesia,mungkin kita harus demo di seluruh kantor DPR seluruh Indonesia,mungkin kita harus demo di seluruh kantor DPR seluruh Indonesia,"['mungkin', 'kita', 'harus', 'demo', 'di', 'seluruh', 'kantor', 'DPR', 'seluruh', 'Indonesia']","['mungkin', 'demo', 'seluruh', 'kantor', 'DPR', 'seluruh', 'Indonesia']",mungkin demo seluruh kantor DPR seluruh Indonesia,mungkin demo seluruh kantor dpr seluruh indonesia
"sdh saya duga, psti ad yg d ringkus, dan yg lainnya pasti mundur.

knp wakil kita tdk dtg menghadapi, jgn saat pencalonan saja baru dtg.",1,@shotgunz2351,"sudah saya duga, pasti ada yang di ringkus, dan yang lainnya pasti mundur. kenapa wakil kita tidak datang menghadapi, jangan saat pencalonan saja baru dtg.",sudah saya duga pasti ada yang di ringkus dan yang lainnya pasti mundur kenapa wakil kita tidak datang menghadapi jangan saat pencalonan saja baru dtg,"Sudah saya duga pasti ada yang diringkus dan yang lainnya pasti mundur. Kenapa wakil kita tidak datang menghadapi, jangan saat pencalonan saja baru datang.","Sudah saya duga pasti ada yang diringkus dan yang lainnya pasti mundur. Kenapa wakil kita tidak datang menghadapi, jangan saat pencalonan saja baru datang.","['Sudah', 'saya', 'duga', 'pasti', 'ada', 'yang', 'diringkus', 'dan', 'yang', 'lainnya', 'pasti', 'mundur', '.', 'Kenapa', 'wakil', 'kita', 'tidak', 'datang', 'menghadapi', ',', 'jangan', 'saat', 'pencalonan', 'saja', 'baru', 'datang', '.']","['duga', 'diringkus', 'lainnya', 'mundur', '.', 'wakil', 'datang', 'menghadapi', ',', 'jangan', 'pencalonan', 'baru', 'datang', '.']","duga diringkus lainnya mundur . wakil datang menghadapi , jangan pencalonan baru datang .",duga ringkus lain mundur wakil datang hadap jangan calon baru datang
"jangan lemah, besok turun lagi😮",0,@legalila9822,"jangan lemah, besok turun lagi😮",jangan lemah besok turun lagi,jangan lemah besok turun lagi,jangan lemah besok turun lagi,"['jangan', 'lemah', 'besok', 'turun', 'lagi']","['jangan', 'lemah', 'besok', 'turun']",jangan lemah besok turun,jangan lemah besok turun
"50jt per bln,bebas pajak taikk",1,@m-g2058,"50 juta per bln,bebas pajak taikk",juta per bln bebas pajak taikk,juta per bulan bebas pajak taikk,juta per bulan bebas pajak taikk,"['juta', 'per', 'bulan', 'bebas', 'pajak', 'taikk']","['juta', 'per', 'bulan', 'bebas', 'pajak', 'taikk']",juta per bulan bebas pajak taikk,juta per bulan bebas pajak taikk
gk sudi lgi pilih dpr atau dprd lgi...klau bisa di bubarkan saja bebani pajak uang rakyat saja.,1,@muhammadanas7413,enggak sudi lagi pilih dpr atau dprd lgi...klau bisa di bubarkan saja bebani pajak uang rakyat saja.,enggak sudi lagi pilih dpr atau dprd lgi klau bisa di bubarkan saja bebani pajak uang rakyat saja,"tidak ingin lagi memilih DPR atau DPRD, kalau bisa dibubarkan saja, hanya membebani pajak uang rakyat saja","tidak ingin lagi memilih DPR atau DPRD, kalau bisa dibubarkan saja, hanya membebani pajak uang rakyat saja","['tidak', 'ingin', 'lagi', 'memilih', 'DPR', 'atau', 'DPRD', ',', 'kalau', 'bisa', 'dibubarkan', 'saja', ',', 'hanya', 'membebani', 'pajak', 'uang', 'rakyat', 'saja']","['memilih', 'DPR', 'DPRD', ',', 'kalau', 'dibubarkan', ',', 'membebani', 'pajak', 'uang', 'rakyat']","memilih DPR DPRD , kalau dibubarkan , membebani pajak uang rakyat",pilih dpr dprd kalau bubar beban pajak uang rakyat
ulang lagi tragedi 98baru bisa bubar,1,@HendiGondron,ulang lagi tragedi 98 baru bisa bubar,ulang lagi tragedi baru bisa bubar,ulang lagi tragedi baru bisa bubar,ulang lagi tragedi baru bisa bubar,"['ulang', 'lagi', 'tragedi', 'baru', 'bisa', 'bubar']","['ulang', 'tragedi', 'baru', 'bubar']",ulang tragedi baru bubar,ulang tragedi baru bubar
cikal bakal indonesia runtuh.siap2 daerah yg akan memisahkan diri.,1,@JasmanPangalo-v9g,cikal bakal indonesia runtuh.siap2 daerah yang akan memisahkan diri.,cikal bakal indonesia runtuh siap daerah yang akan memisahkan diri,cikal bakal Indonesia runtuh siap daerah yang akan memisahkan diri,cikal bakal Indonesia runtuh siap daerah yang akan memisahkan diri,"['cikal', 'bakal', 'Indonesia', 'runtuh', 'siap', 'daerah', 'yang', 'akan', 'memisahkan', 'diri']","['cikal', 'bakal', 'Indonesia', 'runtuh', 'siap', 'daerah', 'memisahkan', 'diri']",cikal bakal Indonesia runtuh siap daerah memisahkan diri,cikal bakal indonesia runtuh siap daerah pisah diri
baru faham ternyata tiap tahun rekrut polisi gunanya buat kayak ginian 🤔,0,@leksho8809,baru faham ternyata tiap tahun rekrut polisi gunanya buat kayak beginian 🤔,baru faham ternyata tiap tahun rekrut polisi gunanya buat kayak beginian,"Baru faham, ternyata setiap tahun rekrut polisi gunanya untuk hal-hal seperti ini.","Baru faham, ternyata setiap tahun rekrut polisi gunanya untuk hal-hal seperti ini.","['Baru', 'faham', ',', 'ternyata', 'setiap', 'tahun', 'rekrut', 'polisi', 'gunanya', 'untuk', 'hal-hal', 'seperti', 'ini', '.']","['Baru', 'faham', ',', 'ternyata', 'tahun', 'rekrut', 'polisi', 'gunanya', 'hal-hal', '.']","Baru faham , ternyata tahun rekrut polisi gunanya hal-hal .",baru faham nyata tahun rekrut polisi guna hal
katanya sholat berjamaah dulu...biar gak anarkis...mmg ngaruh ya? 212 habis sholat jumat juga baru demo...lucuuuuu😅😅,1,@judikasiahaan9105,katanya sholat berjamaah dulu...biar enggak anarkis...mmg ngaruh ya? 212 habis sholat jumat juga baru demo...lucuuuuu😅😅,katanya sholat berjamaah dulu biar enggak anarkis mmg ngaruh ya habis sholat jumat juga baru demo lucuu,"Katanya sholat berjamaah dulu biar tidak anarkis, memang berpengaruh ya? Abis sholat Jumat juga baru demo, lucu.","Katanya sholat berjamaah dulu biar tidak anarkis, memang berpengaruh ya? Abis sholat Jumat juga baru demo, lucu.","['Katanya', 'sholat', 'berjamaah', 'dulu', 'biar', 'tidak', 'anarkis', ',', 'memang', 'berpengaruh', 'ya', '?', 'Abis', 'sholat', 'Jumat', 'juga', 'baru', 'demo', ',', 'lucu', '.']","['Katanya', 'sholat', 'berjamaah', 'dulu', 'biar', 'anarkis', ',', 'memang', 'berpengaruh', '?', 'Abis', 'sholat', 'Jumat', 'baru', 'demo', ',', 'lucu', '.']","Katanya sholat berjamaah dulu biar anarkis , memang berpengaruh ? Abis sholat Jumat baru demo , lucu .",kata sholat jamaah dulu biar anarkis memang pengaruh abis sholat jumat baru demo lucu
"mana para setan dprnya engga muncul. engga ikut nenangin, takut ngumpet, klo engga ada nyali. mending bubar. teruntuk sahroni yg bilang lolot ente kemana, mengangislah.",1,@KingBarbarian-o2d5e,"mana para setan dprnya enggak muncul. enggak ikut nenangin, takut ngumpet, kalo enggak ada nyali. mending bubar. teruntuk sahroni yang bilang lolot ente kemana, mengangislah.",mana para setan dprnya enggak muncul enggak ikut nenangin takut ngumpet kalo enggak ada nyali mending bubar teruntuk sahroni yang bilang lolot ente kemana mengangislah,"mana para setan DPR-nya enggak muncul, enggak ikut menenangkan, takut ngumpet kalau enggak ada nyali, mending bubar. Teruntuk Sahroni yang bilang lolot, ente kemana? Mengangislah.","mana para setan DPR-nya enggak muncul, enggak ikut menenangkan, takut ngumpet kalau enggak ada nyali, mending bubar. Teruntuk Sahroni yang bilang lolot, ente kemana? Mengangislah.","['mana', 'para', 'setan', 'DPR-nya', 'enggak', 'muncul', ',', 'enggak', 'ikut', 'menenangkan', ',', 'takut', 'ngumpet', 'kalau', 'enggak', 'ada', 'nyali', ',', 'mending', 'bubar', '.', 'Teruntuk', 'Sahroni', 'yang', 'bilang', 'lolot', ',', 'ente', 'kemana', '?', 'Mengangislah', '.']","['mana', 'setan', 'DPR-nya', 'enggak', 'muncul', ',', 'enggak', 'ikut', 'menenangkan', ',', 'takut', 'ngumpet', 'kalau', 'enggak', 'nyali', ',', 'mending', 'bubar', '.', 'Teruntuk', 'Sahroni', 'bilang', 'lolot', ',', 'ente', '?', 'Mengangislah', '.']","mana setan DPR-nya enggak muncul , enggak ikut menenangkan , takut ngumpet kalau enggak nyali , mending bubar . Teruntuk Sahroni bilang lolot , ente ? Mengangislah .",mana setan dpr-nya enggak muncul enggak ikut tenang takut ngumpet kalau enggak nyali mending bubar untuk sahroni bilang lolot ente kang
kalo tida di halangi ladusing ga mungkin ricuh ..ladusing di kasih makan sama rakyat semua sama rakyat ..rakyat tampa pemerintah masih bisa hidup..tapi bila pemerintah ga ada rakyatnya mau makan apa..hargai kedaulatan rakyat ..jangan bertindak semena mena..yg kalian banggakan hanya 5 th ..,1,@muslihbogor7219,kalo tida di halangi ladusing enggak mungkin ricuh ..ladusing di kasih makan sama rakyat semua sama rakyat ..rakyat tampa pemerintah masih bisa hidup..tapi bila pemerintah enggak ada rakyatnya mau makan apa..hargai kedaulatan rakyat ..jangan bertindak semena mena..yg kalian banggakan hanya 5 tahu ..,kalo tida di halangi ladusing enggak mungkin ricuh ladusing di kasih makan sama rakyat semua sama rakyat rakyat tampa pemerintah masih bisa hidup tapi bila pemerintah enggak ada rakyatnya mau makan apa hargai kedaulatan rakyat jangan bertindak semena mena yg kalian banggakan hanya tahu,"kalau tidak dihalangi, ladusing tidak mungkin ricuh. Ladusing diberi makan oleh rakyat semua. Rakyat bisa hidup tanpa pemerintah, tapi jika pemerintah tidak ada, rakyat mau makan apa? Hargai kedaulatan rakyat, jangan bertindak semena-mena. Yang kalian banggakan hanya tahu.","kalau tidak dihalangi, ladusing tidak mungkin ricuh. Ladusing diberi makan oleh rakyat semua. Rakyat bisa hidup tanpa pemerintah, tapi jika pemerintah tidak ada, rakyat mau makan apa? Hargai kedaulatan rakyat, jangan bertindak semena-mena. Yang kalian banggakan hanya tahu.","['kalau', 'tidak', 'dihalangi', ',', 'ladusing', 'tidak', 'mungkin', 'ricuh', '.', 'Ladusing', 'diberi', 'makan', 'oleh', 'rakyat', 'semua', '.', 'Rakyat', 'bisa', 'hidup', 'tanpa', 'pemerintah', ',', 'tapi', 'jika', 'pemerintah', 'tidak', 'ada', ',', 'rakyat', 'mau', 'makan', 'apa', '?', 'Hargai', 'kedaulatan', 'rakyat', ',', 'jangan', 'bertindak', 'semena-mena', '.', 'Yang', 'kalian', 'banggakan', 'hanya', 'tahu', '.']","['kalau', 'dihalangi', ',', 'ladusing', 'mungkin', 'ricuh', '.', 'Ladusing', 'diberi', 'makan', 'rakyat', 'semua', '.', 'Rakyat', 'hidup', 'pemerintah', ',', 'pemerintah', ',', 'rakyat', 'mau', 'makan', 'apa', '?', 'Hargai', 'kedaulatan', 'rakyat', ',', 'jangan', 'bertindak', 'semena-mena', '.', 'kalian', 'banggakan', 'tahu', '.']","kalau dihalangi , ladusing mungkin ricuh . Ladusing diberi makan rakyat semua . Rakyat hidup pemerintah , pemerintah , rakyat mau makan apa ? Hargai kedaulatan rakyat , jangan bertindak semena-mena . kalian banggakan tahu .",kalau halang ladusing mungkin ricuh ladusing beri makan rakyat semua rakyat hidup perintah perintah rakyat mau makan apa harga daulat rakyat jangan tindak semena-mena kalian bangga tahu
wooyy stoopppp bayar pajak!!!!!,1,@AfrizalPutra-t9j,wooyy stoopppp bayar pajak!!!!!,wooyy stoopp bayar pajak,wooyy stoopp bayar pajak,wooyy stoopp bayar pajak,"['wooyy', 'stoopp', 'bayar', 'pajak']","['wooyy', 'stoopp', 'bayar', 'pajak']",wooyy stoopp bayar pajak,wooyy stoopp bayar pajak
harusnya bakar tuh rmh dinas dpr mpr klo perlu smua titik bakar  jgn cuma d depan gedung,1,@Ventysovie,harusnya bakar tuh rumah dinas dpr mpr kalo perlu semua titik bakar jangan cuma di depan gedung,harusnya bakar tuh rumah dinas dpr mpr kalo perlu semua titik bakar jangan cuma di depan gedung,harusnya bakar tuh rumah dinas dpr mpr kalo perlu semua titik bakar jangan cuma di depan gedung,harusnya bakar tuh rumah dinas dpr mpr kalo perlu semua titik bakar jangan cuma di depan gedung,"['harusnya', 'bakar', 'tuh', 'rumah', 'dinas', 'dpr', 'mpr', 'kalo', 'perlu', 'semua', 'titik', 'bakar', 'jangan', 'cuma', 'di', 'depan', 'gedung']","['harusnya', 'bakar', 'tuh', 'rumah', 'dinas', 'dpr', 'mpr', 'kalo', 'perlu', 'semua', 'titik', 'bakar', 'jangan', 'cuma', 'depan', 'gedung']",harusnya bakar tuh rumah dinas dpr mpr kalo perlu semua titik bakar jangan cuma depan gedung,harus bakar tuh rumah dinas dpr mpr kalo perlu semua titik bakar jangan cuma depan gedung
pemilihan th 2029 saya tidak akan memilih anggota dewan,0,@MadeSumerta-p2v,pemilihan tahu 2029 saya tidak akan memilih anggota dewan,pemilihan tahu saya tidak akan memilih anggota dewan,pemilihan tahu saya tidak akan memilih anggota dewan,pemilihan tahu saya tidak akan memilih anggota dewan,"['pemilihan', 'tahu', 'saya', 'tidak', 'akan', 'memilih', 'anggota', 'dewan']","['pemilihan', 'tahu', 'memilih', 'anggota', 'dewan']",pemilihan tahu memilih anggota dewan,pilih tahu pilih anggota dewan
"suara rakyat suara tuhan, kemarahan rakyat mungkin sebagian kecil murka tuhan, kalao tuhan murka, jangankan dpr, dprd, gedung nya dpr pun akan hancur,..",1,@cecepsudrajat1552,"suara rakyat suara tuhan, kemarahan rakyat mungkin sebagian kecil murka tuhan, kalao tuhan murka, jangankan dpr, dprd, gedung nya dpr pun akan hancur,..",suara rakyat suara tuhan kemarahan rakyat mungkin sebagian kecil murka tuhan kalao tuhan murka jangankan dpr dprd gedung nya dpr pun akan hancur,"suara rakyat adalah suara Tuhan, kemarahan rakyat mungkin sebagian kecil dari murka Tuhan. Kalau Tuhan murka, jangankan DPR, gedungnya DPR pun akan hancur.","suara rakyat adalah suara Tuhan, kemarahan rakyat mungkin sebagian kecil dari murka Tuhan. Kalau Tuhan murka, jangankan DPR, gedungnya DPR pun akan hancur.","['suara', 'rakyat', 'adalah', 'suara', 'Tuhan', ',', 'kemarahan', 'rakyat', 'mungkin', 'sebagian', 'kecil', 'dari', 'murka', 'Tuhan', '.', 'Kalau', 'Tuhan', 'murka', ',', 'jangankan', 'DPR', ',', 'gedungnya', 'DPR', 'pun', 'akan', 'hancur', '.']","['suara', 'rakyat', 'suara', 'Tuhan', ',', 'kemarahan', 'rakyat', 'mungkin', 'sebagian', 'kecil', 'murka', 'Tuhan', '.', 'Kalau', 'Tuhan', 'murka', ',', 'jangankan', 'DPR', ',', 'gedungnya', 'DPR', 'hancur', '.']","suara rakyat suara Tuhan , kemarahan rakyat mungkin sebagian kecil murka Tuhan . Kalau Tuhan murka , jangankan DPR , gedungnya DPR hancur .",suara rakyat suara tuhan marah rakyat mungkin bagi kecil murka tuhan kalau tuhan murka jangan dpr gedung dpr hancur
saya tidak akan memilih lagi,0,@onlykiaa1,saya tidak akan memilih lagi,saya tidak akan memilih lagi,saya tidak akan memilih lagi,saya tidak akan memilih lagi,"['saya', 'tidak', 'akan', 'memilih', 'lagi']",['memilih'],memilih,pilih
ayo para pendemo bubarkan dpr,1,@AnggaHerlangga-r8e,ayo para pendemo bubarkan dpr,ayo para pendemo bubarkan dpr,ayo para pendemo bubarkan dpr,ayo para pendemo bubarkan dpr,"['ayo', 'para', 'pendemo', 'bubarkan', 'dpr']","['ayo', 'pendemo', 'bubarkan', 'dpr']",ayo pendemo bubarkan dpr,ayo demo bubar dpr
sekarang lebih banyak yang suka memantau lewat sosmed daripada ikut demo😂,0,@nadaviralindo,sekarang lebih banyak yang suka memantau lewat sosmed daripada ikut demo😂,sekarang lebih banyak yang suka memantau lewat sosmed daripada ikut demo,sekarang lebih banyak yang suka memantau lewat sosmed daripada ikut demonstrasi,sekarang lebih banyak yang suka memantau lewat sosmed daripada ikut demonstrasi,"['sekarang', 'lebih', 'banyak', 'yang', 'suka', 'memantau', 'lewat', 'sosmed', 'daripada', 'ikut', 'demonstrasi']","['sekarang', 'lebih', 'banyak', 'suka', 'memantau', 'lewat', 'sosmed', 'ikut', 'demonstrasi']",sekarang lebih banyak suka memantau lewat sosmed ikut demonstrasi,sekarang lebih banyak suka pantau lewat sosmed ikut demonstrasi
"dpr/mpr nonton sambil ketawa,,, polisi hanya jadi anjin9 penjaga,,, masa adalah pahlawan untuk melawan penjajah yg menindas rakyat sendiri, kita belum merdeka bersatu masa demi negri tercinta",1,@EtajiChannel,"dpr/mpr menonton sambil ketawa,,, polisi hanya jadi anjin9 penjaga,,, masa adalah pahlawan untuk melawan penjajah yang menindas rakyat sendiri, kita belum merdeka bersatu masa demi negeri tercinta",dpr mpr menonton sambil ketawa polisi hanya jadi anjin penjaga masa adalah pahlawan untuk melawan penjajah yang menindas rakyat sendiri kita belum merdeka bersatu masa demi negeri tercinta,"dpr mpr menonton sambil tertawa polisi hanya menjadi anjing penjaga, masa adalah pahlawan untuk melawan penjajah yang menindas rakyat sendiri, kita belum merdeka, bersatu untuk negeri tercinta.","dpr mpr menonton sambil tertawa polisi hanya menjadi anjing penjaga, masa adalah pahlawan untuk melawan penjajah yang menindas rakyat sendiri, kita belum merdeka, bersatu untuk negeri tercinta.","['dpr', 'mpr', 'menonton', 'sambil', 'tertawa', 'polisi', 'hanya', 'menjadi', 'anjing', 'penjaga', ',', 'masa', 'adalah', 'pahlawan', 'untuk', 'melawan', 'penjajah', 'yang', 'menindas', 'rakyat', 'sendiri', ',', 'kita', 'belum', 'merdeka', ',', 'bersatu', 'untuk', 'negeri', 'tercinta', '.']","['dpr', 'mpr', 'menonton', 'tertawa', 'polisi', 'menjadi', 'anjing', 'penjaga', ',', 'masa', 'pahlawan', 'melawan', 'penjajah', 'menindas', 'rakyat', 'sendiri', ',', 'merdeka', ',', 'bersatu', 'negeri', 'tercinta', '.']","dpr mpr menonton tertawa polisi menjadi anjing penjaga , masa pahlawan melawan penjajah menindas rakyat sendiri , merdeka , bersatu negeri tercinta .",dpr mpr tonton tertawa polisi jadi anjing jaga masa pahlawan lawan jajah tindas rakyat sendiri merdeka satu negeri cinta
enaknya koruptor di lindungi di negara ini wkwkwkk,1,@Claustroctopus,enaknya koruptor di lindungi di negara ini wkwkwkk,enaknya koruptor di lindungi di negara ini wkwkwkk,enaknya koruptor dilindungi di negara ini wkwkwkk,enaknya koruptor dilindungi di negara ini wkwkwkk,"['enaknya', 'koruptor', 'dilindungi', 'di', 'negara', 'ini', 'wkwkwkk']","['enaknya', 'koruptor', 'dilindungi', 'negara', 'wkwkwkk']",enaknya koruptor dilindungi negara wkwkwkk,enak koruptor lindung negara wkwkwkk
kita kompakkan masyarakat se indonesia stop bayar pajak apapun itu.,1,@Efendijombang,kita kompakkan masyarakat se indonesia stop bayar pajak apapun itu.,kita kompakkan masyarakat se indonesia stop bayar pajak apapun itu,Kita satukan masyarakat se-Indonesia untuk berhenti membayar pajak apapun.,Kita satukan masyarakat se-Indonesia untuk berhenti membayar pajak apapun.,"['Kita', 'satukan', 'masyarakat', 'se-Indonesia', 'untuk', 'berhenti', 'membayar', 'pajak', 'apapun', '.']","['satukan', 'masyarakat', 'se-Indonesia', 'berhenti', 'membayar', 'pajak', 'apapun', '.']",satukan masyarakat se-Indonesia berhenti membayar pajak apapun .,satu masyarakat se-indonesia henti bayar pajak apa
yang goyang2 dpr .. yang baku hantam pulisi vs mahasiswa.... dpr bubar... tidak ada masah sama pulisi mahasiswa,1,@imamsyafii1237,yang goyang2 dpr .. yang baku hantam pulisi vs mahasiswa.... dpr bubar... tidak ada masah sama pulisi mahasiswa,yang goyang dpr yang baku hantam pulisi vs mahasiswa dpr bubar tidak ada masah sama pulisi mahasiswa,yang goyang DPR yang baku hantam polisi vs mahasiswa DPR bubar tidak ada masalah sama polisi mahasiswa,yang goyang DPR yang baku hantam polisi vs mahasiswa DPR bubar tidak ada masalah sama polisi mahasiswa,"['yang', 'goyang', 'DPR', 'yang', 'baku', 'hantam', 'polisi', 'vs', 'mahasiswa', 'DPR', 'bubar', 'tidak', 'ada', 'masalah', 'sama', 'polisi', 'mahasiswa']","['goyang', 'DPR', 'baku', 'hantam', 'polisi', 'vs', 'mahasiswa', 'DPR', 'bubar', 'masalah', 'sama', 'polisi', 'mahasiswa']",goyang DPR baku hantam polisi vs mahasiswa DPR bubar masalah sama polisi mahasiswa,goyang dpr baku hantam polisi vs mahasiswa dpr bubar masalah sama polisi mahasiswa
makanya kalo ada yang ngemis minta dukungan suara gak usah di gubris karena kalo mereka sudah lolos gak bakal ingat rakyat,1,@herdiheri674,makanya kalo ada yang ngemis meminta dukungan suara enggak usah di gubris karena kalo mereka sudah lolos enggak bakal ingat rakyat,makanya kalo ada yang ngemis meminta dukungan suara enggak usah di gubris karena kalo mereka sudah lolos enggak bakal ingat rakyat,"Makanya kalau ada yang mengemis meminta dukungan suara, tidak usah dihiraukan karena kalau mereka sudah lolos, tidak akan ingat rakyat.","Makanya kalau ada yang mengemis meminta dukungan suara, tidak usah dihiraukan karena kalau mereka sudah lolos, tidak akan ingat rakyat.","['Makanya', 'kalau', 'ada', 'yang', 'mengemis', 'meminta', 'dukungan', 'suara', ',', 'tidak', 'usah', 'dihiraukan', 'karena', 'kalau', 'mereka', 'sudah', 'lolos', ',', 'tidak', 'akan', 'ingat', 'rakyat', '.']","['Makanya', 'kalau', 'mengemis', 'meminta', 'dukungan', 'suara', ',', 'usah', 'dihiraukan', 'kalau', 'lolos', ',', 'ingat', 'rakyat', '.']","Makanya kalau mengemis meminta dukungan suara , usah dihiraukan kalau lolos , ingat rakyat .",makanya kalau emis minta dukung suara usah hirau kalau lolos ingat rakyat
apa harus turun tangan anak stm yuppentek nih,0,@firmannurdiyansyah-c7u,apa harus turun tangan anak stm yuppentek nih,apa harus turun tangan anak stm yuppentek nih,apa harus turun tangan anak stm yuppentek nih,apa harus turun tangan anak stm yuppentek nih,"['apa', 'harus', 'turun', 'tangan', 'anak', 'stm', 'yuppentek', 'nih']","['apa', 'turun', 'tangan', 'anak', 'stm', 'yuppentek', 'nih']",apa turun tangan anak stm yuppentek nih,apa turun tangan anak stm yuppentek nih
"cman pande komen aja..klo mau berubah turun jg ikut serta..krna tanpa massa banyak ga guna demo..seluruh daerah harus kompak.
kalau hanya komen nihil.
mending diam aja..
krna mereka ga peduli komenan kalian di medsos.
kalau ga bertindak saran saya diam aja..krna ga ada yg berubah. kalau belum kompak mending renungi apa yg harus dilakukan untuk merubah nasib..itu aja.",0,@RizkyMJC94,cuman pande komen aja..klo mau berubah turun juga ikut serta..krna tanpa massa banyak enggak guna demo..seluruh daerah harus kompak. kalau hanya komen nihil. mending diam aja.. karena mereka enggak peduli komentar kalian di medsos. kalau enggak bertindak saran saya diam aja..krna enggak ada yang berubah. kalau belum kompak mending renungi apa yang harus dilakukan untuk merubah nasib..itu aja.,cuman pande komen aja klo mau berubah turun juga ikut serta krna tanpa massa banyak enggak guna demo seluruh daerah harus kompak kalau hanya komen nihil mending diam aja karena mereka enggak peduli komentar kalian di medsos kalau enggak bertindak saran saya diam aja krna enggak ada yang berubah kalau belum kompak mending renungi apa yang harus dilakukan untuk merubah nasib itu aja,"Cuman pandai komentar saja kalau mau berubah, turun juga ikut serta karena tanpa massa banyak tidak ada guna demo. Seluruh daerah harus kompak. Kalau hanya komentar, itu nihil, mending diam saja karena mereka tidak peduli komentar kalian di medsos jika tidak bertindak. Saran saya diam saja karena tidak ada yang berubah jika belum kompak. Mending renungi apa yang harus dilakukan untuk merubah nasib, itu saja.","Cuman pandai komentar saja kalau mau berubah, turun juga ikut serta karena tanpa massa banyak tidak ada guna demo. Seluruh daerah harus kompak. Kalau hanya komentar, itu nihil, mending diam saja karena mereka tidak peduli komentar kalian di medsos jika tidak bertindak. Saran saya diam saja karena tidak ada yang berubah jika belum kompak. Mending renungi apa yang harus dilakukan untuk merubah nasib, itu saja.","['Cuman', 'pandai', 'komentar', 'saja', 'kalau', 'mau', 'berubah', ',', 'turun', 'juga', 'ikut', 'serta', 'karena', 'tanpa', 'massa', 'banyak', 'tidak', 'ada', 'guna', 'demo', '.', 'Seluruh', 'daerah', 'harus', 'kompak', '.', 'Kalau', 'hanya', 'komentar', ',', 'itu', 'nihil', ',', 'mending', 'diam', 'saja', 'karena', 'mereka', 'tidak', 'peduli', 'komentar', 'kalian', 'di', 'medsos', 'jika', 'tidak', 'bertindak', '.', 'Saran', 'saya', 'diam', 'saja', 'karena', 'tidak', 'ada', 'yang', 'berubah', 'jika', 'belum', 'kompak', '.', 'Mending', 'renungi', 'apa', 'yang', 'harus', 'dilakukan', 'untuk', 'merubah', 'nasib', ',', 'itu', 'saja', '.']","['Cuman', 'pandai', 'komentar', 'kalau', 'mau', 'berubah', ',', 'turun', 'ikut', 'massa', 'banyak', 'demo', '.', 'Seluruh', 'daerah', 'kompak', '.', 'Kalau', 'komentar', ',', 'nihil', ',', 'mending', 'diam', 'peduli', 'komentar', 'kalian', 'medsos', 'bertindak', '.', 'Saran', 'diam', 'berubah', 'kompak', '.', 'Mending', 'renungi', 'apa', 'dilakukan', 'merubah', 'nasib', ',', '.']","Cuman pandai komentar kalau mau berubah , turun ikut massa banyak demo . Seluruh daerah kompak . Kalau komentar , nihil , mending diam peduli komentar kalian medsos bertindak . Saran diam berubah kompak . Mending renungi apa dilakukan merubah nasib , .",cuman pandai komentar kalau mau ubah turun ikut massa banyak demo seluruh daerah kompak kalau komentar nihil mending diam peduli komentar kalian medsos tindak saran diam ubah kompak mending renung apa laku rubah nasib
"gimna ga didemo..
rakyat lagi susah2 nya diperas pajak 
eh asu dpr malah enak² an naik gaji 
kan jancuk",1,@TheOjol46,bagaimana enggak didemo.. rakyat lagi susah2 nya diperas pajak eh asu dpr malah enak² an naik gaji kan jancuk,bagaimana enggak didemo rakyat lagi susah nya diperas pajak eh asu dpr malah enak an naik gaji kan jancuk,"bagaimana tidak didemo, rakyat lagi susah diperas pajak, eh, anggota DPR malah enak-enak naik gaji, kan jancuk.","bagaimana tidak didemo, rakyat lagi susah diperas pajak, eh, anggota DPR malah enak-enak naik gaji, kan jancuk.","['bagaimana', 'tidak', 'didemo', ',', 'rakyat', 'lagi', 'susah', 'diperas', 'pajak', ',', 'eh', ',', 'anggota', 'DPR', 'malah', 'enak-enak', 'naik', 'gaji', ',', 'kan', 'jancuk', '.']","['bagaimana', 'didemo', ',', 'rakyat', 'susah', 'diperas', 'pajak', ',', 'eh', ',', 'anggota', 'DPR', 'malah', 'enak-enak', 'naik', 'gaji', ',', 'kan', 'jancuk', '.']","bagaimana didemo , rakyat susah diperas pajak , eh , anggota DPR malah enak-enak naik gaji , kan jancuk .",bagaimana demo rakyat susah peras pajak eh anggota dpr malah enak naik gaji kan jancuk
yg usir mamam pajak rakyat jg😂,0,@ShabiShabi-w5r,yang usir mamam pajak rakyat jg😂,yang usir mamam pajak rakyat jg,yang mengusir makan pajak rakyat juga,yang mengusir makan pajak rakyat juga,"['yang', 'mengusir', 'makan', 'pajak', 'rakyat', 'juga']","['mengusir', 'makan', 'pajak', 'rakyat']",mengusir makan pajak rakyat,usir makan pajak rakyat
