video_id,comment_id,text,author_name,author_channel_id,colluqial_transformed_text,cleaned_text,translated_text,corrected_text,tokenized_text,filtered_tokens,filtered_text,stemmed_text
fBlfj8Yetfc,Ugyu4ABF4AeO9btSjlN4AaABAg,si puan ga guna,@jae12369,UCneUNPqK3AzrUQ3scydkzFQ,sih puan enggak guna,sih puan enggak guna,sih puan tidak berguna,sih puan tidak berguna,"['sih', 'puan', 'tidak', 'berguna']","['sih', 'puan', 'berguna']",sih puan berguna,sih puan guna
fBlfj8Yetfc,UgzJ_58FnjYL8emGiAR4AaABAg,"tak ada mahasiswa, tak ada buruh, masa aksi demo tgl 25 ini ditunggangi siapa? didalangi oleh?. inilah jawaban yg kita cari dari kericuhan yg terjadi setelahnya",@Fawazzyy,UCLkZ81EDMqxx-JiRsKIf9eA,"tak ada mahasiswa, tak ada buruh, masa aksi demo tanggal 25 ini ditunggangi siapa? didalangi oleh?. inilah jawaban yang kita cari dari kericuhan yang terjadi setelahnya",tak ada mahasiswa tak ada buruh masa aksi demo tanggal ini ditunggangi siapa didalangi oleh inilah jawaban yang kita cari dari kericuhan yang terjadi setelahnya,"Tidak ada mahasiswa, tidak ada buruh. Siapa yang menunggangi aksi demo pada tanggal ini? Inilah jawaban yang kita cari dari kericuhan yang terjadi setelahnya.","Tidak ada mahasiswa, tidak ada buruh. Siapa yang menunggangi aksi demo pada tanggal ini? Inilah jawaban yang kita cari dari kericuhan yang terjadi setelahnya.","['Tidak', 'ada', 'mahasiswa', ',', 'tidak', 'ada', 'buruh', '.', 'Siapa', 'yang', 'menunggangi', 'aksi', 'demo', 'pada', 'tanggal', 'ini', '?', 'Inilah', 'jawaban', 'yang', 'kita', 'cari', 'dari', 'kericuhan', 'yang', 'terjadi', 'setelahnya', '.']","['mahasiswa', ',', 'buruh', '.', 'Siapa', 'menunggangi', 'aksi', 'demo', 'tanggal', '?', 'Inilah', 'jawaban', 'cari', 'kericuhan', 'terjadi', 'setelahnya', '.']","mahasiswa , buruh . Siapa menunggangi aksi demo tanggal ? Inilah jawaban cari kericuhan terjadi setelahnya .",mahasiswa buruh siapa tunggang aksi demo tanggal ini jawab cari ricuh jadi telah
fBlfj8Yetfc,UgyXMk9BmsEE3ntJKO14AaABAg,cara paling efektif mencegah kerusuhan yaitu.. cepat tanggap aspirasi rakyat bukan menerjunkan polisi dan tni dg senjata.,@zukintips,UCoj_P7nIQPHDe5-KdgY7NpQ,cara paling efektif mencegah kerusuhan yaitu.. cepat tanggap aspirasi rakyat bukan menerjunkan polisi dan tni dengan senjata.,cara paling efektif mencegah kerusuhan yaitu cepat tanggap aspirasi rakyat bukan menerjunkan polisi dan tni dengan senjata,"Cara paling efektif untuk mencegah kerusuhan adalah dengan cepat tanggap terhadap aspirasi rakyat, bukan dengan menerjunkan polisi dan TNI yang bersenjata.","Cara paling efektif untuk mencegah kerusuhan adalah dengan cepat tanggap terhadap aspirasi rakyat, bukan dengan menerjunkan polisi dan TNI yang bersenjata.","['Cara', 'paling', 'efektif', 'untuk', 'mencegah', 'kerusuhan', 'adalah', 'dengan', 'cepat', 'tanggap', 'terhadap', 'aspirasi', 'rakyat', ',', 'bukan', 'dengan', 'menerjunkan', 'polisi', 'dan', 'TNI', 'yang', 'bersenjata', '.']","['Cara', 'paling', 'efektif', 'mencegah', 'kerusuhan', 'cepat', 'tanggap', 'aspirasi', 'rakyat', ',', 'bukan', 'menerjunkan', 'polisi', 'TNI', 'bersenjata', '.']","Cara paling efektif mencegah kerusuhan cepat tanggap aspirasi rakyat , bukan menerjunkan polisi TNI bersenjata .",cara paling efektif cegah rusuh cepat tanggap aspirasi rakyat bukan terjun polisi tni senjata
fBlfj8Yetfc,UgzOZ05bznJir6jyeNp4AaABAg,aspirasi masyarakat diantaranya adalah perampasan aset koruptor dan koruptor dihukum mati,@haerudinmuhammadsyafei3019,UCOc4z0GM98er9lPFhEHeYPA,aspirasi masyarakat diantaranya adalah perampasan aset koruptor dan koruptor dihukum mati,aspirasi masyarakat diantaranya adalah perampasan aset koruptor dan koruptor dihukum mati,aspirasi masyarakat diantaranya adalah perampasan aset koruptor dan koruptor dihukum mati,aspirasi masyarakat diantaranya adalah perampasan aset koruptor dan koruptor dihukum mati,"['aspirasi', 'masyarakat', 'diantaranya', 'adalah', 'perampasan', 'aset', 'koruptor', 'dan', 'koruptor', 'dihukum', 'mati']","['aspirasi', 'masyarakat', 'diantaranya', 'perampasan', 'aset', 'koruptor', 'koruptor', 'dihukum', 'mati']",aspirasi masyarakat diantaranya perampasan aset koruptor koruptor dihukum mati,aspirasi masyarakat antara ampas aset koruptor koruptor hukum mati
fBlfj8Yetfc,UgxJP3qF-yhoIgYtSzd4AaABAg,"indonesia negara besar, nkri harga mati omon2 bukti nya negara kalah melawan bangsa yahudi balawi yg jumlah nya cuman 4 juta jiwa, bedah nya 4 juta bangsa yahudi balawi punya otak sementara pribumi gak punya otak cuman punya omon2 dan senang di jajah watak jongos alias penjilat,, nkri jatuh pada kekuadaan bangsa pki yahudi balawi,, halo prabowo tuntutan rakyat di jawab jgn terus menerus tutup mata dan pura2 buta,, jgn malu2 pak prabowo snda sudah kalah mempertahankan nkri, rakyat dudah percaya pada pki yahudi balawi anda cuman omon2 ,, pki yahudi balawi tanpa kekuadaan bisa memenangkan perang snda madih bertahan omon2 terus menerus omon2 kapan pak prabowo berhenti omon2,,",@Ikhlas-y6q,UCjg8OKvH6ENhJgtM_GZt9zQ,"indonesia negara besar, nkri harga mati omon2 bukti nya negara kalah melawan bangsa yahudi balawi yang jumlah nya cuman 4 juta jiwa, bedah nya 4 juta bangsa yahudi balawi punya otak sementara pribumi enggak punya otak cuman punya omon2 dan senang di jajah watak jongos alias penjilat,, nkri jatuh pada kekuadaan bangsa pki yahudi balawi,, halo prabowo tuntutan rakyat di jawab jangan terus menerus tutup mata dan pura-pura buta,, jangan malu2 pak prabowo snda sudah kalah mempertahankan nkri, rakyat dudah percaya pada pki yahudi balawi anda cuman omon2 ,, pki yahudi balawi tanpa kekuadaan bisa memenangkan perang snda madih bertahan omon2 terus menerus omon2 kapan pak prabowo berhenti omon2 ,,",indonesia negara besar nkri harga mati omon bukti nya negara kalah melawan bangsa yahudi balawi yang jumlah nya cuman juta jiwa bedah nya juta bangsa yahudi balawi punya otak sementara pribumi enggak punya otak cuman punya omon dan senang di jajah watak jongos alias penjilat nkri jatuh pada kekuadaan bangsa pki yahudi balawi halo prabowo tuntutan rakyat di jawab jangan terus menerus tutup mata dan pura pura buta jangan malu pak prabowo snda sudah kalah mempertahankan nkri rakyat dudah percaya pada pki yahudi balawi anda cuman omon pki yahudi balawi tanpa kekuadaan bisa memenangkan perang snda madih bertahan omon terus menerus omon kapan pak prabowo berhenti omon,indonesia negara besar nkri harga mati omon bukti nya negara kalah melawan bangsa yahudi balawi yang jumlah nya cuman juta jiwa bedah nya juta bangsa yahudi balawi punya otak sementara pribumi enggak punya otak cuman punya omon dan senang di jajah watak jongos alias penjilat nkri jatuh pada kekuadaan bangsa pki yahudi balawi halo prabowo tuntutan rakyat di jawab jangan terus menerus tutup mata dan pura pura buta jangan malu pak prabowo snda sudah kalah mempertahankan nkri rakyat dudah percaya pada pki yahudi balawi anda cuman omon pki yahudi balawi tanpa kekuadaan bisa memenangkan perang snda madih bertahan omon terus menerus omon kapan pak prabowo berhenti omon,indonesia negara besar nkri harga mati omon bukti nya negara kalah melawan bangsa yahudi balawi yang jumlah nya cuman juta jiwa bedah nya juta bangsa yahudi balawi punya otak sementara pribumi enggak punya otak cuman punya omon dan senang di jajah watak jongos alias penjilat nkri jatuh pada kekuadaan bangsa pki yahudi balawi halo prabowo tuntutan rakyat di jawab jangan terus menerus tutup mata dan pura pura buta jangan malu pak prabowo snda sudah kalah mempertahankan nkri rakyat dudah percaya pada pki yahudi balawi anda cuman omon pki yahudi balawi tanpa kekuadaan bisa memenangkan perang snda madih bertahan omon terus menerus omon kapan pak prabowo berhenti omon,"['indonesia', 'negara', 'besar', 'nkri', 'harga', 'mati', 'omon', 'bukti', 'nya', 'negara', 'kalah', 'melawan', 'bangsa', 'yahudi', 'balawi', 'yang', 'jumlah', 'nya', 'cuman', 'juta', 'jiwa', 'bedah', 'nya', 'juta', 'bangsa', 'yahudi', 'balawi', 'punya', 'otak', 'sementara', 'pribumi', 'enggak', 'punya', 'otak', 'cuman', 'punya', 'omon', 'dan', 'senang', 'di', 'jajah', 'watak', 'jongos', 'alias', 'penjilat', 'nkri', 'jatuh', 'pada', 'kekuadaan', 'bangsa', 'pki', 'yahudi', 'balawi', 'halo', 'prabowo', 'tuntutan', 'rakyat', 'di', 'jawab', 'jangan', 'terus', 'menerus', 'tutup', 'mata', 'dan', 'pura', 'pura', 'buta', 'jangan', 'malu', 'pak', 'prabowo', 'snda', 'sudah', 'kalah', 'mempertahankan', 'nkri', 'rakyat', 'dudah', 'percaya', 'pada', 'pki', 'yahudi', 'balawi', 'anda', 'cuman', 'omon', 'pki', 'yahudi', 'balawi', 'tanpa', 'kekuadaan', 'bisa', 'memenangkan', 'perang', 'snda', 'madih', 'bertahan', 'omon', 'terus', 'menerus', 'omon', 'kapan', 'pak', 'prabowo', 'berhenti', 'omon']","['indonesia', 'negara', 'besar', 'nkri', 'harga', 'mati', 'omon', 'bukti', 'nya', 'negara', 'kalah', 'melawan', 'bangsa', 'yahudi', 'balawi', 'jumlah', 'nya', 'cuman', 'juta', 'jiwa', 'bedah', 'nya', 'juta', 'bangsa', 'yahudi', 'balawi', 'punya', 'otak', 'pribumi', 'enggak', 'punya', 'otak', 'cuman', 'punya', 'omon', 'senang', 'jajah', 'watak', 'jongos', 'alias', 'penjilat', 'nkri', 'jatuh', 'kekuadaan', 'bangsa', 'pki', 'yahudi', 'balawi', 'halo', 'prabowo', 'tuntutan', 'rakyat', 'jawab', 'jangan', 'terus', 'menerus', 'tutup', 'mata', 'pura', 'pura', 'buta', 'jangan', 'malu', 'pak', 'prabowo', 'snda', 'kalah', 'mempertahankan', 'nkri', 'rakyat', 'dudah', 'percaya', 'pki', 'yahudi', 'balawi', 'cuman', 'omon', 'pki', 'yahudi', 'balawi', 'kekuadaan', 'memenangkan', 'perang', 'snda', 'madih', 'bertahan', 'omon', 'terus', 'menerus', 'omon', 'kapan', 'pak', 'prabowo', 'berhenti', 'omon']",indonesia negara besar nkri harga mati omon bukti nya negara kalah melawan bangsa yahudi balawi jumlah nya cuman juta jiwa bedah nya juta bangsa yahudi balawi punya otak pribumi enggak punya otak cuman punya omon senang jajah watak jongos alias penjilat nkri jatuh kekuadaan bangsa pki yahudi balawi halo prabowo tuntutan rakyat jawab jangan terus menerus tutup mata pura pura buta jangan malu pak prabowo snda kalah mempertahankan nkri rakyat dudah percaya pki yahudi balawi cuman omon pki yahudi balawi kekuadaan memenangkan perang snda madih bertahan omon terus menerus omon kapan pak prabowo berhenti omon,indonesia negara besar nkri harga mati omon bukti nya negara kalah lawan bangsa yahudi balawi jumlah nya cuman juta jiwa bedah nya juta bangsa yahudi balawi punya otak pribumi enggak punya otak cuman punya omon senang jajah watak jongos alias jilat nkri jatuh ada bangsa pki yahudi balawi halo prabowo tuntut rakyat jawab jangan terus terus tutup mata pura pura buta jangan malu pak prabowo snda kalah tahan nkri rakyat dudah percaya pki yahudi balawi cuman omon pki yahudi balawi ada menang perang snda madih tahan omon terus terus omon kapan pak prabowo henti omon
fBlfj8Yetfc,UgxYXA6Gxx0O0xMEeah4AaABAg,kata aku serak dpr paki song hore,@arkhaSaputra-t1s,UCgfUb1YgHtcz-tOPPsFC-2Q,kata aku serak dpr paki song hore,kata aku serak dpr paki song hore,kata aku serak dpr pakai lagu hore,kata aku serak dpr pakai lagu hore,"['kata', 'aku', 'serak', 'dpr', 'pakai', 'lagu', 'hore']","['kata', 'aku', 'serak', 'dpr', 'pakai', 'lagu', 'hore']",kata aku serak dpr pakai lagu hore,kata aku serak dpr pakai lagu hore
fBlfj8Yetfc,UgxWjIAdO-jHaZUDWkh4AaABAg,yg perlu ditangkap adalahyang membuat permasalan yaitu dpr dan ment keungan kepolisian kehakiman pejabat yg korupsi bukan aksi protes,@UmaraliAli-kn8np,UC2AP9tTIQXkeEzAv7yg9P3g,yang perlu ditangkap adalahyang membuat permasalan yaitu dpr dan ment keungan kepolisian kehakiman pejabat yang korupsi bukan aksi protes,yang perlu ditangkap adalahyang membuat permasalan yaitu dpr dan ment keungan kepolisian kehakiman pejabat yang korupsi bukan aksi protes,"yang perlu ditangkap adalah yang membuat permasalahan yaitu DPR dan Menteri Keuangan, kepolisian, kehakiman, pejabat yang korupsi, bukan aksi protes.","yang perlu ditangkap adalah yang membuat permasalahan yaitu DPR dan Menteri Keuangan, kepolisian, kehakiman, pejabat yang korupsi, bukan aksi protes.","['yang', 'perlu', 'ditangkap', 'adalah', 'yang', 'membuat', 'permasalahan', 'yaitu', 'DPR', 'dan', 'Menteri', 'Keuangan', ',', 'kepolisian', ',', 'kehakiman', ',', 'pejabat', 'yang', 'korupsi', ',', 'bukan', 'aksi', 'protes', '.']","['perlu', 'ditangkap', 'membuat', 'permasalahan', 'DPR', 'Menteri', 'Keuangan', ',', 'kepolisian', ',', 'kehakiman', ',', 'pejabat', 'korupsi', ',', 'bukan', 'aksi', 'protes', '.']","perlu ditangkap membuat permasalahan DPR Menteri Keuangan , kepolisian , kehakiman , pejabat korupsi , bukan aksi protes .",perlu tangkap buat masalah dpr menteri uang polisi hakim jabat korupsi bukan aksi protes
fBlfj8Yetfc,UgzVVKPaaUL34_JKRIZ4AaABAg,"kafer laknat,, yg merusak fasilitas umum",@bambangkaryono4802,UCmb8J8HDGR1kwdvy0tUcM4g,"kafer laknat,, yang merusak fasilitas umum",kafer laknat yang merusak fasilitas umum,kafer laknat yang merusak fasilitas publik,kafer laknat yang merusak fasilitas publik,"['kafer', 'laknat', 'yang', 'merusak', 'fasilitas', 'publik']","['kafer', 'laknat', 'merusak', 'fasilitas', 'publik']",kafer laknat merusak fasilitas publik,kafer laknat rusak fasilitas publik
fBlfj8Yetfc,UgwyDU-JJZKoD0hjZpV4AaABAg,"karma tragedi 1998 tetap menghantui siapa saja yg terlibat waktu itu, ciri2 orang2 yg kena karma cepat panas hati, merasa ketakutan kehilangan kekuasaan",@sabana8601,UCO9nqIedc4nl5MgSwzTKwtg,"karma tragedi 1998 tetap menghantui siapa saja yang terlibat waktu itu, ciri2 orang-orang yang kena karma cepat panas hati, merasa ketakutan kehilangan kekuasaan",karma tragedi tetap menghantui siapa saja yang terlibat waktu itu ciri orang orang yang kena karma cepat panas hati merasa ketakutan kehilangan kekuasaan,"karma tragedi tetap menghantui siapa saja yang terlibat waktu itu, ciri orang-orang yang kena karma cepat panas hati dan merasa ketakutan kehilangan kekuasaan.","karma tragedi tetap menghantui siapa saja yang terlibat waktu itu, ciri orang-orang yang kena karma cepat panas hati dan merasa ketakutan kehilangan kekuasaan.","['karma', 'tragedi', 'tetap', 'menghantui', 'siapa', 'saja', 'yang', 'terlibat', 'waktu', 'itu', ',', 'ciri', 'orang-orang', 'yang', 'kena', 'karma', 'cepat', 'panas', 'hati', 'dan', 'merasa', 'ketakutan', 'kehilangan', 'kekuasaan', '.']","['karma', 'tragedi', 'tetap', 'menghantui', 'siapa', 'terlibat', 'waktu', ',', 'ciri', 'orang-orang', 'kena', 'karma', 'cepat', 'panas', 'hati', 'merasa', 'ketakutan', 'kehilangan', 'kekuasaan', '.']","karma tragedi tetap menghantui siapa terlibat waktu , ciri orang-orang kena karma cepat panas hati merasa ketakutan kehilangan kekuasaan .",karma tragedi tetap hantu siapa libat waktu ciri orang kena karma cepat panas hati rasa takut hilang kuasa
fBlfj8Yetfc,UgzIzlAS6ucn1wdv03R4AaABAg,17+8 udah di recap/di rangkum pake bahasa se-sederhana mungkin. tolong di baca wahai penguasa📌,@Queenly.fashion,UCxIxFdAZX9-UuevNmR3_1Ng,17 +8 sudah di recap/di rangkum pakai bahasa se-sederhana mungkin. tolong di baca wahai penguasa📌,sudah di recap di rangkum pakai bahasa se sederhana mungkin tolong di baca wahai penguasa,"sudah diulang dan dirangkum menggunakan bahasa yang se-sederhana mungkin, tolong dibaca wahai penguasa","sudah diulang dan dirangkum menggunakan bahasa yang se-sederhana mungkin, tolong dibaca wahai penguasa","['sudah', 'diulang', 'dan', 'dirangkum', 'menggunakan', 'bahasa', 'yang', 'se-sederhana', 'mungkin', ',', 'tolong', 'dibaca', 'wahai', 'penguasa']","['diulang', 'dirangkum', 'menggunakan', 'bahasa', 'se-sederhana', 'mungkin', ',', 'dibaca', 'wahai', 'penguasa']","diulang dirangkum menggunakan bahasa se-sederhana mungkin , dibaca wahai penguasa",ulang rangkum guna bahasa se-sederhana mungkin baca wahai kuasa
k_2d5P3VAGg,UgxEdPzaZJM_V3Vet8F4AaABAg,klo gedungnya blm di robohkan pasti masih ttp ada sih,@wwn.k7859,UCaFeNaaao8WS8ZdQTPuVGTw,kalo gedungnya belum di robohkan pasti masih tetap ada sih,kalo gedungnya belum di robohkan pasti masih tetap ada sih,kalau gedungnya belum dirobohkan pasti masih tetap ada sih,kalau gedungnya belum dirobohkan pasti masih tetap ada sih,"['kalau', 'gedungnya', 'belum', 'dirobohkan', 'pasti', 'masih', 'tetap', 'ada', 'sih']","['kalau', 'gedungnya', 'dirobohkan', 'tetap', 'sih']",kalau gedungnya dirobohkan tetap sih,kalau gedung roboh tetap sih
k_2d5P3VAGg,Ugyq5gP4FX1DRzUGyJV4AaABAg,tni tidur bantuin kagak cuma jadi provokator massa suruh maju nyerang polisi😂😅😮,@yovlogz3130,UCda9xfORCqnD0boH3Etd8EA,tni tidur bantuin kagak cuma jadi provokator massa suruh maju menyerang polisi😂😅😮,tni tidur bantuin kagak cuma jadi provokator massa suruh maju menyerang polisi,"TNI tidur, bantuin tidak hanya jadi provokator massa yang menyuruh maju menyerang polisi.","TNI tidur, bantuin tidak hanya jadi provokator massa yang menyuruh maju menyerang polisi.","['TNI', 'tidur', ',', 'bantuin', 'tidak', 'hanya', 'jadi', 'provokator', 'massa', 'yang', 'menyuruh', 'maju', 'menyerang', 'polisi', '.']","['TNI', 'tidur', ',', 'bantuin', 'jadi', 'provokator', 'massa', 'menyuruh', 'maju', 'menyerang', 'polisi', '.']","TNI tidur , bantuin jadi provokator massa menyuruh maju menyerang polisi .",tni tidur bantuin jadi provokator massa suruh maju serang polisi
k_2d5P3VAGg,UgwUObBY0pJjFb80Kpp4AaABAg,siapa anggota dpr yg akan segera mundur dari jabatannya..mundur segera sebelum kami makin ngamuk..!!,@aandr4571,UCkoD3LflDQ0DZT0jo_Nd8-A,siapa anggota dpr yang akan segera mundur dari jabatannya..mundur segera sebelum kami makin ngamuk..!!,siapa anggota dpr yang akan segera mundur dari jabatannya mundur segera sebelum kami makin ngamuk,siapa anggota DPR yang akan segera mundur dari jabatannya sebelum kami makin ngamuk,siapa anggota DPR yang akan segera mundur dari jabatannya sebelum kami makin ngamuk,"['siapa', 'anggota', 'DPR', 'yang', 'akan', 'segera', 'mundur', 'dari', 'jabatannya', 'sebelum', 'kami', 'makin', 'ngamuk']","['siapa', 'anggota', 'DPR', 'segera', 'mundur', 'jabatannya', 'makin', 'ngamuk']",siapa anggota DPR segera mundur jabatannya makin ngamuk,siapa anggota dpr segera mundur jabat makin ngamuk
k_2d5P3VAGg,UgwkoQliDGtuminG1il4AaABAg,"dpr di pilih oleh rakyat sbgai wakil rakyat , klu rakyat tdk msu ada lgi wakil secepatnya dpr harus bubar .",@AwieAwie-d9f,UCB657ljAmjQ7CPtqGD8zBAQ,"dpr di pilih oleh rakyat sebagai wakil rakyat , kalau rakyat tidak msu ada lagi wakil secepatnya dpr harus bubar .",dpr di pilih oleh rakyat sebagai wakil rakyat kalau rakyat tidak msu ada lagi wakil secepatnya dpr harus bubar,"DPR dipilih oleh rakyat sebagai wakil rakyat. Jika rakyat tidak ada lagi wakil, secepatnya DPR harus bubar.","DPR dipilih oleh rakyat sebagai wakil rakyat. Jika rakyat tidak ada lagi wakil, secepatnya DPR harus bubar.","['DPR', 'dipilih', 'oleh', 'rakyat', 'sebagai', 'wakil', 'rakyat', '.', 'Jika', 'rakyat', 'tidak', 'ada', 'lagi', 'wakil', ',', 'secepatnya', 'DPR', 'harus', 'bubar', '.']","['DPR', 'dipilih', 'rakyat', 'wakil', 'rakyat', '.', 'rakyat', 'wakil', ',', 'secepatnya', 'DPR', 'bubar', '.']","DPR dipilih rakyat wakil rakyat . rakyat wakil , secepatnya DPR bubar .",dpr pilih rakyat wakil rakyat rakyat wakil cepat dpr bubar
k_2d5P3VAGg,UgzG1ieTbY0TGkjU-qB4AaABAg,"kita harus berani biar mereka tidak seenaknya, ayo bantu unjuk rasa ini biar lebih awet tidak seperti yang sebelum-sebelumnya, jangan cuma ngandelin mahasiswa aja karena rakyat itu golongannua banyak, kalau emang tidak bisa turun setidaknya bantu secara logistik aja dan ga perlu mewah-mewah, sebagai bukti nyata di prancis jika demo bisa awet sampai 1 tahun lebih karena rakyatnya pada kompak, mereka secara massal juga ngasih logistik. share informasi ke banyak kalangan rakyat, kita harus mulai ikhtiar, kita harus mulai gerak nyata, dengan itu mereka bisa tau seberapa kuat keinginan rakyat pada perubahan.",@Citoyen231,UCqu9tNPz-oaa0zfKlh25UYg,"kita harus berani biar mereka tidak seenaknya, ayo bantu unjuk rasa ini biar lebih awet tidak seperti yang sebelum-sebelumnya, jangan cuma ngandelin mahasiswa saja karena rakyat itu golongannua banyak, kalau memang tidak bisa turun setidaknya bantu secara logistik saja dan enggak perlu mewah-mewah, sebagai bukti nyata di prancis jika demo bisa awet sampai 1 tahun lebih karena rakyatnya pada kompak, mereka secara massal juga mengasih logistik. share informasi ke banyak kalangan rakyat, kita harus mulai ikhtiar, kita harus mulai gerak nyata, dengan itu mereka bisa tau seberapa kuat keinginan rakyat pada perubahan.",kita harus berani biar mereka tidak seenaknya ayo bantu unjuk rasa ini biar lebih awet tidak seperti yang sebelum sebelumnya jangan cuma ngandelin mahasiswa saja karena rakyat itu golongannua banyak kalau memang tidak bisa turun setidaknya bantu secara logistik saja dan enggak perlu mewah mewah sebagai bukti nyata di prancis jika demo bisa awet sampai tahun lebih karena rakyatnya pada kompak mereka secara massal juga mengasih logistik share informasi ke banyak kalangan rakyat kita harus mulai ikhtiar kita harus mulai gerak nyata dengan itu mereka bisa tau seberapa kuat keinginan rakyat pada perubahan,kita harus berani agar mereka tidak seenaknya ayo bantu unjuk rasa ini agar lebih awet tidak seperti yang sebelumnya jangan hanya mengandalkan mahasiswa saja karena rakyat itu golongannya banyak jika memang tidak bisa turun setidaknya bantu secara logistik saja dan tidak perlu mewah-mewah sebagai bukti nyata di Prancis jika demonstrasi bisa awet sampai bertahun-tahun karena rakyatnya kompak mereka secara massal juga memberikan logistik dan berbagi informasi ke banyak kalangan kita harus mulai berusaha kita harus mulai bergerak nyata dengan itu mereka bisa tahu seberapa kuat keinginan rakyat untuk perubahan,kita harus berani agar mereka tidak seenaknya ayo bantu unjuk rasa ini agar lebih awet tidak seperti yang sebelumnya jangan hanya mengandalkan mahasiswa saja karena rakyat itu golongannya banyak jika memang tidak bisa turun setidaknya bantu secara logistik saja dan tidak perlu mewah-mewah sebagai bukti nyata di Prancis jika demonstrasi bisa awet sampai bertahun-tahun karena rakyatnya kompak mereka secara massal juga memberikan logistik dan berbagi informasi ke banyak kalangan kita harus mulai berusaha kita harus mulai bergerak nyata dengan itu mereka bisa tahu seberapa kuat keinginan rakyat untuk perubahan,"['kita', 'harus', 'berani', 'agar', 'mereka', 'tidak', 'seenaknya', 'ayo', 'bantu', 'unjuk', 'rasa', 'ini', 'agar', 'lebih', 'awet', 'tidak', 'seperti', 'yang', 'sebelumnya', 'jangan', 'hanya', 'mengandalkan', 'mahasiswa', 'saja', 'karena', 'rakyat', 'itu', 'golongannya', 'banyak', 'jika', 'memang', 'tidak', 'bisa', 'turun', 'setidaknya', 'bantu', 'secara', 'logistik', 'saja', 'dan', 'tidak', 'perlu', 'mewah-mewah', 'sebagai', 'bukti', 'nyata', 'di', 'Prancis', 'jika', 'demonstrasi', 'bisa', 'awet', 'sampai', 'bertahun-tahun', 'karena', 'rakyatnya', 'kompak', 'mereka', 'secara', 'massal', 'juga', 'memberikan', 'logistik', 'dan', 'berbagi', 'informasi', 'ke', 'banyak', 'kalangan', 'kita', 'harus', 'mulai', 'berusaha', 'kita', 'harus', 'mulai', 'bergerak', 'nyata', 'dengan', 'itu', 'mereka', 'bisa', 'tahu', 'seberapa', 'kuat', 'keinginan', 'rakyat', 'untuk', 'perubahan']","['berani', 'seenaknya', 'ayo', 'bantu', 'unjuk', 'rasa', 'lebih', 'awet', 'sebelumnya', 'jangan', 'mengandalkan', 'mahasiswa', 'rakyat', 'golongannya', 'banyak', 'memang', 'turun', 'bantu', 'logistik', 'perlu', 'mewah-mewah', 'bukti', 'nyata', 'Prancis', 'demonstrasi', 'awet', 'bertahun-tahun', 'rakyatnya', 'kompak', 'massal', 'memberikan', 'logistik', 'berbagi', 'informasi', 'banyak', 'kalangan', 'mulai', 'berusaha', 'mulai', 'bergerak', 'nyata', 'tahu', 'seberapa', 'kuat', 'keinginan', 'rakyat', 'perubahan']",berani seenaknya ayo bantu unjuk rasa lebih awet sebelumnya jangan mengandalkan mahasiswa rakyat golongannya banyak memang turun bantu logistik perlu mewah-mewah bukti nyata Prancis demonstrasi awet bertahun-tahun rakyatnya kompak massal memberikan logistik berbagi informasi banyak kalangan mulai berusaha mulai bergerak nyata tahu seberapa kuat keinginan rakyat perubahan,berani enak ayo bantu unjuk rasa lebih awet belum jangan andal mahasiswa rakyat golong banyak memang turun bantu logistik perlu mewah bukti nyata prancis demonstrasi awet tahun rakyat kompak massal beri logistik bagi informasi banyak kalang mulai usaha mulai gerak nyata tahu berapa kuat ingin rakyat ubah
k_2d5P3VAGg,UgxYsRZQstM934TwVcV4AaABAg,maju terus 👍 sampe dapet🙏🙏🙏,@elisabeths5637,UC759jb9efXRSVcRcCcccNdw,maju terus 👍 sampai dapet🙏🙏🙏,maju terus sampai dapet,maju terus sampai dapat,maju terus sampai dapat,"['maju', 'terus', 'sampai', 'dapat']","['maju', 'terus']",maju terus,maju terus
k_2d5P3VAGg,Ugyb6YvNLzDGw4RGAG94AaABAg,tak punya hati dpr,@petrayuricarce6000,UC4VyAxQHMvlyqIN9mW6xzgA,tak punya hati dpr,tak punya hati dpr,tak punya hati dpr,tak punya hati dpr,"['tak', 'punya', 'hati', 'dpr']","['tak', 'punya', 'hati', 'dpr']",tak punya hati dpr,tak punya hati dpr
k_2d5P3VAGg,UgxGp5j9W3VvUYnL0ih4AaABAg,"pekok, yg menetapkn gaji dan tunjangan anggota dpr kan presiden😅",@hayatudin71,UC-QgyUUxut32DLCmVy23CKw,"pekok, yang menetapkn gaji dan tunjangan anggota dpr kan presiden😅",pekok yang menetapkn gaji dan tunjangan anggota dpr kan presiden,Pekok yang menetapkan gaji dan tunjangan anggota DPR kan presiden,Pekok yang menetapkan gaji dan tunjangan anggota DPR kan presiden,"['Pekok', 'yang', 'menetapkan', 'gaji', 'dan', 'tunjangan', 'anggota', 'DPR', 'kan', 'presiden']","['Pekok', 'menetapkan', 'gaji', 'tunjangan', 'anggota', 'DPR', 'kan', 'presiden']",Pekok menetapkan gaji tunjangan anggota DPR kan presiden,kok tetap gaji tunjang anggota dpr kan presiden
